AirLine_Name,Rating - 10,Title,Name,Date,Review,Recommend,Extracted_Aspects
AirIndia,1.0,plane was filthy  entertainment non existent,Anisha Judge,2022-03-13,i had booked a business class ticket using miles for travel from san francisco to delhi on feb 21st the ticket was booked and a seat was assigned 2 months prior to travel i knew that there was something amiss when i tried to check in 24 hours prior to departure as it kept asking me to contact an agent of course true to air india’s style there was no way to get through to an agent when i arrived at the airport and presented my confirmed ticket to the agent she without any explanation called her manager this is where the rudeness and complete disregard started the staff who is supposed to be a supervisor came and without a greeting or an apology states you have 2 options you can take a non working seat in business class or move to economy  when i said that neither of those options were acceptable she responded with then i cant help you as i have to give your seat to a paying passenger and in the same breath asked the agent to take the next passenger with no resolution to my situation or problem when i refused to move she basically moved the agent to another desk and started talking to the next passenger completely ignoring me as if i did not exist i kept talking and she completely ignored me i was also informed that she was the only manager and that i had no recourse imagine standing at the airport with a ticket in hand and no airline employee willing to do their job and get you checked in i then walked over to the united counter to try to see if i could fly united – unfortunately the united flight had just closed so that option was lost to me i explained my situation to the united manager who then contacted air india at this time i realized that their staff had lied to me and that there was a manager higher than her on site it took the involvement of another airline’s manager to bring the until now invisible air india manager out of her office she stepped in and informed me that the business class seat that they were willing to reassign me to not my original seat was manually functional ie broken but could be moved manually i had no choice but to accept this less than ideal offer when i got on board i did ask the flight attendant to check that the seat was indeed manually functional at this time the ground staff reentered the plane and interrupted my conversation with the flight attendant by screaming in front of all the other passengers i have spent 1 hour with this woman and told her that the seat is broken she was curtailed from continuing this rant by the flight supervisor and passengers sitting in 14a and 14c  anyway it so turned out that the seat was completely broken they finally moved me to another partially broken seat this seat required manual adjustment and even manually the foot rest would not come into complete upright position so essentially the faa rules were broken during take off and landing finally the plane was filthy the entertainment non existent and the food terrible anyway i made my way to delhi in complete misery,0,"['a business class ticket', 'miles', 'travel', 'san francisco', 'feb 21st', 'the ticket', 'a seat', 'travel', '24 hours', 'departure', 'an agent', 'course', 'air india’s style', 'no way', 'an agent', 'the airport', 'my confirmed ticket', 'the agent', 'any explanation', 'her manager', 'the rudeness', 'complete disregard', 'the staff', 'a supervisor', 'a greeting', 'an apology states', '2 options', 'a non working seat', 'business class', 'economy', 'those options', 'your seat', 'a paying passenger', 'the same breath', 'the agent', 'the next passenger', 'no resolution', 'my situation', 'problem', 'the agent', 'another desk', 'the next passenger', 'the only manager', 'no recourse', 'the airport', 'a ticket', 'hand', 'their job', 'the united counter', 'the united flight', 'that option', 'my situation', 'the united manager', 'air india', 'this time', 'their staff', 'a manager', 'site', 'the involvement', 'another airline’s manager', 'now invisible air india manager', 'her office', 'the business class seat', 'not my original seat', 'no choice', 'ideal offer', 'board', 'the flight attendant', 'the seat', 'this time', 'the ground staff', 'the plane', 'my conversation', 'the flight attendant', 'front', 'all the other passengers', 'this woman', 'the seat', 'this rant', 'the flight supervisor', 'passengers', '14a', '14c', 'the seat', 'another partially broken seat', 'this seat', 'manual adjustment', 'the foot rest', 'complete upright position', 'the faa rules', 'the plane', 'the entertainment non existent', 'the food', 'my way', 'complete misery']"
AirIndia,1.0,waiting for refund since last 1 year,Satheesh Kottayil,2022-03-13,bangalore to muscat please dont travel in this airline i have been waiting for refund around 12000rs since last 1 year every time when we call customer care they will tell some stories,0,"['muscat', 'this airline', 'refund', '12000rs', 'last 1 year', 'customer care', 'some stories']"
AirIndia,10.0,a great short flight,Ankit Dubey,2022-03-13,this was my first time flying air india after its acquisition by its founding owners tatas and to be honest i wasnt expecting much of a change in the hard product given the turnaround of the interiors etc would take time and i would give them at least a year to refurbish their entire fleet and replace older planes with newer ones however i did expect to see changes in the soft product like ground staff cabin crew inflight meals and most importantly the on time performance i was very impressed with the overall time management of the ground staff who ensured on time boarding the cabin crew was courteous and ensured that all the pax wore masks for the entire duration of the flight air india offers free refreshments or meals on a short 60 minute flight like this one so i was served a refreshment box with a veg puff tetra juice pack tomato ketchup and and the crew was kind enough to serve me another snack box when i requested overall it was a great short flight and would fly them again,1,"['my first time', 'air india', 'its acquisition', 'its founding owners tatas', 'a change', 'the hard product', 'the turnaround', 'the interiors', 'time', 'at least a year', 'their entire fleet', 'older planes', 'newer ones', 'changes', 'the soft product', 'ground staff cabin crew inflight meals', 'the overall time management', 'the ground staff', 'time', 'the cabin crew', 'all the pax', 'masks', 'the entire duration', 'the flight air india', 'free refreshments', 'meals', 'a short 60 minute flight', 'this one', 'a refreshment box', 'a veg puff tetra juice pack tomato ketchup', 'the crew', 'another snack box', 'a great short flight']"
AirIndia,1.0,not recommend anybody to travel with them,Sukhjinder Singh,2022-03-13,traveling with air india get worse and worse they dont provide pillow and blankets they dont serve soft drinks hard drink tea or coffee on seat you have to go the service station sometime passengers dont know and they wait all the time for drinks like me and didnt announce that for snacks they serve that 10rupees bread cold sandwich and  breakfast quality is ok when you ask them for these things they give excuse of covid so from my experience i would not recommend anybody to travel with them,0,"['air india', 'pillow', 'blankets', 'soft drinks hard drink tea', 'coffee', 'seat', 'the service station', 'sometime passengers', 'drinks', 'snacks', '10rupees bread cold sandwich', 'breakfast quality', 'these things', 'excuse', 'covid', 'my experience']"
AirIndia,1.0,customer care support is worst,Anjan Yaragani,2022-01-16,i will never book ticket with air india they cancelled the flight 12 hours before and scheduled it two days later again they canceled 12 hours before second time and scheduled to next day customer care support is worst and they just keep your call in hold more than hour and simply cut the call without details and also they never call back even mentioned to give a call back if call dropped in between i had to call 5 times to speak with customer care support and it took more than 5 hours worst management and they dont care about customer satisfaction i am not going to travel with air india,0,"['ticket', 'air india', 'the flight', 'second time', 'next day', 'customer care support', 'your call', 'hold', 'the call', 'details', 'a call', 'call', 'customer care support', 'more than 5 hours worst management', 'customer satisfaction', 'air india']"
AirIndia,1.0,haven’t been able to refund me,Cécilia Lopez,2022-01-16,during the summer of 2020 i wasn’t able to take the plane because of covid and my 700€ ticket still to this day hasn’t been refunded i have called and waited and spent so much energy on this company but they took me for a fool and still haven’t been able to refund me their service company is horrible and several times they have hung up on me while i was waiting never ever buy a ticket from them as you will never be paid back if you do not take the plane,0,"['the summer', 'the plane', 'my 700€ ticket', 'this day', 'so much energy', 'this company', 'a fool', 'their service company', 'a ticket', 'the plane']"
AirIndia,1.0,told now the change fee had increased,Sekh Mallik,2022-01-16,i had to transit through delhi and was asked to do a repeat pcr in spite of already holding a negative pcr report from my first flight by the time i got the test done in the airport i lost my connection i approached the desk of air india and was told there was a later flight and i need to pay 3000 inr to get into that flight i arranged to pay but they asked to see the negative report of the new test when i brought the report i was told now the change fee had increased to 4500 rupees in desperation i agreed but was told they would only change the flight after i brought the luggage that was checked on the earlier flight i got my luggage and as expected the counter staff of air india told me now the change fee had become 7000 rupees i was desperate to reach my destination and paid it but i dread to even think the plight of those who were wailing at the counters since they did not have the means to pay,0,"['a repeat', 'spite', 'a negative pcr report', 'my first flight', 'the time', 'the test', 'the airport', 'my connection', 'the desk', 'air india', 'a later flight', '3000 inr', 'that flight', 'the negative report', 'the new test', 'the report', 'the change fee', '4500 rupees', 'desperation', 'the flight', 'the luggage', 'the earlier flight', 'my luggage', 'the counter staff', 'air india', 'the change fee', '7000 rupees', 'my destination', 'the plight', 'the counters', 'the means']"
AirIndia,1.0,never travel with air india again,Lovlit Goplani,2022-01-16,never travel with air india again firstly they cancelled the flight a day before and never even bothered to inform us as we had already checked in they took our boarding pass and gave as a new one which stated a night flight after such long wait and discussion back then they shifted us on the next day morning flight later when we were there they emphasised on rtpcr even after having double vaccination certificate and rude staff was so keen on making our experience worst stating dont keep the bag like this keep like that as if we were the porters for her,0,"['air india', 'the flight', 'our boarding pass', 'a new one', 'a night flight', 'such long wait', 'discussion', 'the next day morning flight', 'double vaccination certificate', 'rude staff', 'our experience', 'the bag', 'the porters']"
AirIndia,5.0,booking a ticket online is such a pain,Anjan Mandal,2022-01-16,booking a ticket online is such a pain i tried booking online from australia and everytime the payment failed then i tried booking via the tickets via their 24 hrs helpline and i had to call their call center multiple times for a total duration of 5 hrs before i could finally book the tickets for every call the call center agent verifies the details again and then transfers the call to the ticketing team for booking cancellations rescheduling and refunds but then the call gets disconnected invariably after 30 mins i faced this same issue when i tried to reschedule my return domestic flight as my original flight was cancelled why can we not access the direct line to the ticketing team when are actually choosing that option while calling the call center i think this is the biggest pain please fix this i will not prefer to travel with air india unless i am in a pinch online booking and call center delays are the biggest two issues which will keep the customer away so please fix this,0,"['a ticket', 'such a pain', 'australia', 'the payment', 'the tickets', 'their 24 hrs helpline', 'their call center', 'a total duration', '5 hrs', 'the tickets', 'every call', 'the call center agent', 'the details', 'the call', 'the ticketing team', 'cancellations', 'the call', '30 mins', 'this same issue', 'my return domestic flight', 'my original flight', 'the direct line', 'the ticketing team', 'that option', 'the call center', 'the biggest pain', 'air india', 'a pinch online booking and call center delays', 'the biggest two issues', 'the customer']"
AirIndia,6.0,i would say to not fly air india ,Somik Sinha,2022-01-16,san francisco to delhi everything went pretty smoothly from check in to boarding however the flight wasn’t the best the ifes barely worked so we didn’t have entertainment for nearly 56 hours until they fixed it the seats were also very uncomfortable so i barely got any sleep the cabin crew was friendly and the meals were nice i would say to not fly air india for international travel,0,"['check', 'boarding', 'the flight', 'the ifes', 'entertainment', 'nearly 56 hours', 'the seats', 'any sleep', 'the cabin crew', 'the meals', 'air india', 'international travel']"
AirIndia,1.0,absolute horrendous experience,Ajay Maru,2022-01-16,please do not use air india unless its an absolute emergency 80 9f their inflight entertainment systems dont work this is for an international flight of 15 hours baggage check in take 2 hours at a minimum there was incorrect communication on baggage transfers and people lost their bags absolute horrendous experience,0,"['air india', 'its an absolute emergency', 'their inflight entertainment systems', 'an international flight', '15 hours baggage check', '2 hours', 'a minimum', 'incorrect communication', 'baggage transfers', 'people', 'their bags', 'absolute horrendous experience']"
AirIndia,6.0,boarding delay and nothing but chaos,Ash Walker,2022-01-16,ease of booking no problem except the travel agent could not insert your frequent flyer number if outside of air india during ticket booking had to do so at the time of check in to ensure that the united frequent flyer was printed on the boarding pass air india should ensure that any star alliance number can be inserted into the booking checkin almost trouble free  the staff at toronto was diligent in verifying vaccination status and rtpcr test results staff must be trained to insert the frequent flyer number from other star alliance airlines boarding delay and nothing but chaos there was no separate queue for business class the counter was surrounded by passengers and the boarding was not started at the scheduled time smooth flight great boeing 777  and great meals however after the first 2 hours the toilets were not looked after and supplies were not restocked extraordinary courtesy by cabin crew very helpful to the families with kids and senior citizens air india lounge at delhi airport with very little supplies and hardly any variety of food cramped space during the pandemic i flew from delhi to mumbai after the 14 hour flight from toronto to delhi it was another chaotic boarding with 1 person at the boarding point and a lot of interference by air india nonflying crew members as they tried to get best seats for themselves and their family members having passes my own business class seat was changed in favor of a captains daughter flying on the flight air india can do much better by not disturbing or bumping around paying passengers in favor of nonpaying ones delhi airport crowd management can be improved a lot especially during these pandemic times,1,"['ease', 'no problem', 'the travel agent', 'your frequent flyer number', 'air india', 'ticket booking', 'the time', 'check', 'the united frequent flyer', 'the boarding pass air india', 'any star alliance number', 'the booking checkin', 'the staff', 'toronto', 'vaccination status', 'rtpcr test results staff', 'the frequent flyer number', 'other star alliance airlines boarding delay', 'chaos', 'no separate queue', 'business class', 'the counter', 'passengers', 'the boarding', 'the scheduled time smooth flight great boeing', 'great meals', 'the first 2 hours', 'the toilets', 'supplies', 'extraordinary courtesy', 'cabin crew', 'the families', 'kids', 'senior citizens air india lounge', 'delhi airport', 'very little supplies', 'hardly any variety', 'food', 'the 14 hour flight', 'toronto', 'another chaotic boarding', '1 person', 'the boarding point', 'a lot', 'interference', 'air india nonflying crew members', 'best seats', 'their family members', 'my own business class seat', 'favor', 'a captains daughter', 'the flight air india', 'passengers', 'favor', 'nonpaying ones delhi airport crowd management', 'these pandemic times']"
AirIndia,1.0,there is absolutely no clue what is going on,Narendran Pillai,2022-01-16,the flight was supposed to take off by 1150am however even at 345pm almost 4hrs now there is absolutely no clue what is going on still awaiting any announcements about when we would take off to make it worse even the crew or pilot cant make any meaningful announcements to let people know of the condition absolutely radio silence except for all kids screaming and people impatiently walking about did i mention broken display so no entertainment either,0,"['the flight', '1150am', '345pm', 'absolutely no clue', 'any announcements', 'even the crew', 'pilot', 'any meaningful announcements', 'people', 'the condition', 'absolutely radio silence', 'all kids', 'people', 'broken display']"
AirIndia,1.0,worst customer service experience,Ashif Nelleri,2022-01-16,worst customer service experience ever called 8 times and spoke to 8 different customer service representatives about refund my ticket some times representative would cut my call this didnt happen once or twice but four times horrible airline with horrible customer service and not worth the money at all,0,"['worst customer service experience', '8 different customer service representatives', 'my ticket', 'some times representative', 'my call', 'horrible customer service', 'the money']"
AirIndia,1.0,not worth the money at all,H Kaur,2021-12-02,worst customer service experience ever called 4 times and spoke to 7 different customer service representatives about changing my ticket but as soon as i confirmed the change and was about to pay the representative would cut my call this didnt happen once or twice but four times in one day i told the latter representatives that i urgently needed to change my ticket and could not keep calling back and being transferred but they kept doing the same thing due to this the ticket availability went from 9th december to 1st january 2022 and when i finally was able to book the 1st of jan the representative cut my call again horrible airlines with horrible customer service and not worth the money at all,0,"['worst customer service experience', '7 different customer service representatives', 'my ticket', 'the change', 'the representative', 'my call', 'one day', 'the latter representatives', 'my ticket', 'the same thing', 'the ticket availability', '9th december', '1st january', 'the 1st', 'jan', 'the representative', 'my call', 'horrible airlines', 'horrible customer service', 'the money']"
AirIndia,10.0,good experience on this short sector,D Kabey,2021-12-02,i was impressed with the legspace even on this small aircraft though air india usually offers snacks on even short flights but due to covid it was not available on this flight water bottles were served to all passengers flight was on time and landed a few minutes before arrival time overall a good experience on this short sector and thankful to air india for being the only airline to be operating on this route and that too at a reasonable price,1,"['the legspace', 'this small aircraft', 'air india', 'snacks', 'even short flights', 'this flight water bottles', 'all passengers flight', 'time', 'arrival time', 'a good experience', 'this short sector', 'air india', 'the only airline', 'this route', 'a reasonable price']"
AirIndia,1.0,customer support has been absolutely pathetic,J Kultin,2021-12-02,i flew air india on a singleleg domestic flight of less than an hour unfortunately air india lost my luggage on this flight while i understand that accidents like these happen on any airline air indias customer support has been absolutely pathetic ever since calls to generic customer support lines that can be found online either dont work or connect to someone who cannot help after waiting for long periods the specific phone numbers i received to the team handling my case at goa airport do not answer to my calls or messages even confirmed that they do answer when called from a different number so i strongly suspect them of ignoring my specific phone number at this point it has been almost two weeks since losing my bag and a week since i last managed to get through to air india despite daily attempts to do so in short this experience with customer service is extremely frustrating and having to deal with them has made my trip much worse than it had to be without luggage apart from not having much confidence in air india trying to return my luggage to me my attempts to get compensated for 1 additional expenses made for new clothing and toiletries and 2 for the value of the bag if not found after 21 days has been frustrating as well i was instructed at the airport to send my receipts to an email address specific to the goa team after which my case would get updated with them and id retrieve the compensation by picking it up in cash at any global air india office unsurprisingly i have not heard back on this email address after a week and even if the compensation would have been honored in my case the idea of having to physically go to an office after i leave india is bonkers in my many desperate attempts to get any sign of life on my case from air india the only place where they have been sort of responsive is through twitter but even they do not seem to be able to get an update from the luggage team actually handling my case concluding i would advise everyone to avoid air india at all cost as any circumstance in which youd have to deal with their customer support will be extremely frustrating while i would expect nonbudget national carriers and star alliance members offer some basic level of service this is not at all the case for air india,0,"['air india', 'a singleleg domestic flight', 'less than an hour', 'air india', 'my luggage', 'this flight', 'accidents', 'any airline air indias customer support', 'calls', 'generic customer support lines', 'long periods', 'the specific phone numbers', 'the team', 'my case', 'goa airport', 'my calls', 'messages', 'a different number', 'my specific phone number', 'this point', 'almost two weeks', 'my bag', 'air india', 'daily attempts', 'this experience', 'customer service', 'my trip', 'luggage', 'much confidence', 'air india', 'my luggage', 'my attempts', '1 additional expenses', 'new clothing', 'toiletries', 'the value', 'the bag', '21 days', 'the airport', 'my receipts', 'an email address', 'the goa team', 'my case', 'i', 'd', 'the compensation', 'cash', 'any global air india office', 'this email address', 'a week', 'the compensation', 'my case', 'the idea', 'an office', 'india', 'bonkers', 'my many desperate attempts', 'any sign', 'life', 'my case', 'air india', 'the only place', 'twitter', 'an update', 'the luggage team', 'my case', 'air india', 'at all cost', 'any circumstance', 'd', 'their customer support', 'nonbudget national carriers', 'star alliance members', 'some basic level', 'service', 'the case', 'air india']"
AirIndia,1.0,worst experience with this airline,Lilesh Karade,2021-12-02,recently i traveled with air india and experienced a worst experience with this airline we were travelling from mumbai to goa and due to congestion in traffic it almost took us 2 hrs for travelling a distance of 8 km to terminal 2 the flight was at 9 pm and we reached at the desk at 815 pm the air india personnel rudely told that we cannot be allowed to board the flight as we are late and have not done the web check in it was surprising that though we had done the web check in it was not showing on their portal later i have checked with many passengers who informed me that the airline portal always had some issues while web check in and though you complete web check in it will not show in their portal finally all the personnel to whoever i spoke instead of helping me out from this situation was blatantly blaming me for my delay in reaching the airport and made sure that i should not board in the flight another harassment started when i went to the booking office to book the tickets for another flight of air india the booking officer on other side of the glasswindow was asking me to speak loudly as he was not able to hear my requests made i kept on shouting and informed him of my desire to book a tickets to goa he somehow understood my requests and started browsing the portal for five minutes and got up to make some phone calls i asked him what is happening  to which he replied that he is enquiring with his superiors for booking tickets after five minutes i lost my patience and left the window secondly their call centres are closed after 1800 hrs a recorded message will be heard continuously after 1800 hrs that you are in queue but no one will respond from the other side nor the ivr facility will be available i travelled with indigo so many times but the way they help me out during the distress is commendable in similar situation at chandigarh airport when i reached just before 30 minutes of scheduled flight they made sure that i boarded in the flight with my family their personnel accompanied me from entrance of the airport up to the flight now i can understand why this airline is in losses from so many years the attitude of the staff is sinking this boat,0,"['air india', 'a worst experience', 'this airline', 'mumbai', 'goa', 'congestion', 'traffic', '2 hrs', 'a distance', '8 km', 'the flight', '9 pm', 'the desk', '815 pm', 'the air india personnel', 'the flight', 'the web check', 'the web check', 'many passengers', 'the airline portal', 'some issues', 'complete web check', 'all the personnel', 'this situation', 'my delay', 'the airport', 'the flight', 'another harassment', 'the booking office', 'the tickets', 'another flight', 'air india', 'the booking officer', 'other side', 'the glasswindow', 'my requests', 'my desire', 'a tickets', 'goa', 'my requests', 'the portal', 'five minutes', 'some phone calls', 'his superiors', 'tickets', 'five minutes', 'my patience', 'the window', 'their call centres', '1800 hrs', 'a recorded message', '1800 hrs', 'queue', 'no one', 'the other side', 'the ivr facility', 'indigo', 'the way', 'the distress', 'similar situation', 'chandigarh airport', '30 minutes', 'scheduled flight', 'the flight', 'my family', 'their personnel', 'entrance', 'the airport', 'the flight', 'this airline', 'losses', 'so many years', 'the attitude', 'the staff', 'this boat']"
AirIndia,1.0,the worst experience,Manav Joshi,2021-12-02,flight departure time was 1155am which was delayed to 155pm passengers were allowed to board flight at 1pm pilot found some technical issue at the last moment and could not be fixed in 9 hours it is 915pm i am still on the flight which has not taken off passengers were provided a meal once only and status updates were not given frequently which left people clueless and frustrated in terms of interior seats cant be pushed back more than an inch screens not functioning properly provided meal was also tasteless overall the worst experience when i asked an attendant to provide water she said it was kept in the galley get it from there blanket and cushion is not provided in flight i would be inclined towards zero rating for all criteria,0,"['flight departure time', '155pm passengers', 'flight', '1pm pilot', 'some technical issue', 'the last moment', '9 hours', 'the flight', 'passengers', 'a meal', 'status updates', 'people', 'terms', 'interior seats', 'an inch', 'properly provided meal', 'the worst experience', 'an attendant', 'water', 'the galley', 'there blanket', 'cushion', 'flight', 'zero rating', 'all criteria']"
AirIndia,1.0,they were not aware about the rule,Kartik Panchal,2021-12-02,i am extremely disappointed with the ground crew staff of air india at ahmedabad airport i was travelling on 12th nov 2021 from ahmedabad to chicago via delhi my flight was at 735 pm and i was inside airport at 530 pm the airport ground crew of air india stopped me and said we can not travel to usa as my infant child is holding canadian passport and so she cant travel usa without valid b1b2 visa they didnt even know that canadian passport holders gets on arrival visa to enter usa when i showed both of them the proof of usa  canadian federal website and rules about the same that canadian passport holders are allowed to travel usa and get on arrival visa that supervisor told me people can write anything in their website so we dont consider federal website as a proof i was shocked knowing they were not aware about the rule when my travel agent directly contact to higher authorities from air india and explained that they are wrong i was issued board passes after 2 hours of harassment by air india the aircraft was so dirty and unhygienic to even fly this was very old aircraft and there was food stuck in side the tv remote and all inside the seat corners the seats were even damaged and broken joints for food tray,0,"['the ground crew staff', 'air india', 'ahmedabad airport', '12th nov', 'ahmedabad', 'chicago', 'delhi', 'my flight', '735 pm', 'airport', '530 pm', 'the airport ground crew', 'air india', 'usa', 'my infant child', 'canadian passport', 'usa', 'valid b1b2 visa', 'canadian passport holders', 'arrival visa', 'usa', 'the proof', 'usa  canadian federal website', 'rules', 'canadian passport holders', 'usa', 'arrival visa', 'that supervisor', 'people', 'their website', 'federal website', 'a proof', 'the rule', 'my travel agent', 'higher authorities', 'air india', '2 hours', 'harassment', 'air india', 'the aircraft', 'very old aircraft', 'food', 'side', 'the tv remote', 'the seat corners', 'the seats', 'even damaged and broken joints', 'food tray']"
AirIndia,2.0,lack of processes and untrained ground staff,Sreejith Kurup,2021-12-02,i have taken air india tvmblr flight they cancelled the flight at the last moment after i reached airport and redirected via bom and ended up flying more than 4 hrs to reach bangalore from trivandrum which is just 1 hr the assigned seat numbers were so messed up that i have seen at least 4 such cases were multiple people are assigned same seats including mine i am appalled by the lack of processes and untrained ground staff who are completely helpless most of the time,0,"['air india tvmblr flight', 'the flight', 'the last moment', 'airport', 'bom', 'more than 4 hrs', 'bangalore', 'trivandrum', 'just 1 hr', 'the assigned seat numbers', 'at least 4 such cases', 'multiple people', 'same seats', 'mine', 'the lack', 'processes', 'untrained ground staff', 'the time']"
AirIndia,1.0,air india repeatedly disappoints,Arun Tej Gorji,2021-12-02,air india repeatedly disappoints this trip on 14 november left me speechless and hugely disappointed food tray was broken and i asked for a change of seat  flight attendants answer no seats available and i have to adjust with food tray as he cant do anything until the flight reaches london i have to use my own lap to eat the food i have asked for nonveg as i have already eaten veg first time  flight attendant answer  sorry no options and veg is the only option my next seat customer has got the nonveg after some heated discussion still no luck for me  seat recliner pushbutton broken hence can not push back flight attendant response  cant do anything we will check and sort this in london forget about charging ports as all the usb ports are broken and inhouse media needs to reboot twice to work the multimedia i request to provide me with a blanket as i have seen few customers were offered flight attendant said we dont have enough in stock,0,"['air india', 'this trip', '14 november', 'hugely disappointed food tray', 'a change', 'seat  flight attendants', 'no seats', 'food tray', 'the flight', 'london', 'my own lap', 'the food', 'nonveg', 'first time  flight attendant answer', 'no options', 'veg', 'the only option', 'my next seat customer', 'the nonveg', 'some heated discussion', 'still no luck', 'seat recliner pushbutton', 'flight attendant response', 'london', 'ports', 'all the usb ports', 'media', 'the multimedia', 'a blanket', 'few customers', 'flight attendant', 'stock']"
AirIndia,1.0,i never recommend air india to anyone,M R Raghunath,2021-12-02,worst experience in my life time the flight was supposed to be a direct flight from bangalore to hyderabad at 650pm on 13th nov 2021 suddenly a text message on the morning of the 13th that the boarding time is at 0310pm its the first shock reached airport leaving all my day plans later the flight started around 400pm one more shock on the plane is its via kolhapur in a very bad mood we reached kolhapur at 540pm its suppose to leave by 550pm the kolhapur staff were informed by the airline staff that they have to take off on or before 550pm again it got delayed and the flight was not started till 615pm suddenly an announcement that the flight cant take off due to bad weather when we can see the stars and the moon clearly so many people had connecting flights to travel abroad they have given back our luggage and not said anything i waited till 830pm with no update at least on next day timings then i left to catch a bus to hyderabad couldnt and had to come back to bangalore my return from hyderabad is on 14th nov 2021 at 0815pm i have planned for a day to attend my clients place everything has gone in vain i never recommend air india to anyone,0,"['worst experience', 'my life time', 'the flight', 'a direct flight', 'bangalore', 'hyderabad', '650pm', '13th', 'a text message', 'the morning', 'the 13th', 'the boarding time', '0310pm', 'its the first shock', 'airport', 'all my day', 'the flight', '400pm', 'one more shock', 'the plane', 'its via kolhapur', 'a very bad mood', 'kolhapur', '540pm', 'its suppose', '550pm the kolhapur staff', 'the airline staff', '550pm', 'the flight', '615pm', 'the flight', 'bad weather', 'the stars', 'the moon', 'so many people', 'connecting flights', 'our luggage', '830pm', 'no update', 'next day', 'timings', 'a bus', 'hyderabad', 'my return', 'hyderabad', '14th nov', '0815pm', 'a day', 'my clients', 'air india']"
AirIndia,2.0,the most disappointing experience,N Shah Jenkins,2021-12-02,i had my first experience with air india recently and i have to say it has been up there as possibly the most disappointing experience i have ever had in summary if you have a choice  please choose another proper airline this was a flight long haul from london to bombay the ticket was booked in economy and upgraded to business class using fr miles prior to flying i needed to contact customer services and this was a nightmare i wasted hours of my time trying to call them i managed to get through to one person who when i explained the problem just shouted back what’s the problem what’s the problem then he put me on hold and a different man who was more well spoken answered and then lied to me that he was going to arrange a video call back in 2h very confusing that he would say that and not try to help me and not collect any of my personal details i never did receive any support and when calling back the telephone queue was like a prank call with the queue position going up and down like a yoyo shocking beyond terrible but the worst part is those lies from customer services that really damages air india’s credibility with me anyway i went to the airport i was concerned about extra check during covid times so i arrived 35 hours before departure air india refused to allow me to check in early despite the business counter being in use by economy passengers now i know i was early so partially my fault however at one stage other bom passengers were being allowed to join the economy queue while i had to wait for be allowed to go to the business class checkin by the time i checked in there was one bom economy passenger i recognised that reached the counter before me business class is meant to be a premium product to take the hassle and stress out of travelling or add a little luxury i travel in economy for personal travel about 99 of the time as we all have bills to pay however when i upgrade to business class i expect to enjoy it and see the benefit after this ordeal i was able to enjoy at the lounge facilities at london heathrow luckily it was a star alliance lounge run by another airline phew i’m glad it wasn’t an air india lounge lest i would be subjected to further torture at the boarding gate more fun and games i’m afraid one giant mess of a queue to have temperature readings before going to the boarding desk this meant there was no discernible difference between economy and business class passengers just one big line to wait in more stress and hassle which was supposed to be avoided on the plane as expected a tired cabin outdated infotainment the seat was comfortable but lacking some adjustment options the infotainment screen was low resolution and difficult to use compared with modern equivalents on proper airlines such as etihad the business class cabin is what you would expect on a shorter haul flight such as 45h not a 9h flight i will write a complaint to air india i don’t expect to receive anything back,0,"['my first experience', 'air india', 'the most disappointing experience', 'summary', 'a choice', 'another proper airline', 'a flight long haul', 'london', 'the ticket', 'economy', 'business class', 'fr miles', 'customer services', 'a nightmare', 'hours', 'my time', 'one person', 'the problem', 'the problem', 'the problem', 'hold', 'a video call', 'my personal details', 'any support', 'the telephone queue', 'a prank call', 'the queue position', 'a yoyo', 'the worst part', 'those lies', 'customer services', 'air india’s credibility', 'the airport', 'extra check', 'covid times', 'departure air india', 'the business counter', 'use', 'economy passengers', 'my fault', 'one stage', 'other bom passengers', 'the economy queue', 'the business class checkin', 'the time', 'one bom economy passenger', 'the counter', 'me business class', 'a premium product', 'the hassle', 'a little luxury', 'economy', 'personal travel', 'the time', 'bills', 'business class', 'the benefit', 'this ordeal', 'the lounge facilities', 'london heathrow', 'a star alliance lounge', 'another airline', 'an air india lounge', 'further torture', 'the boarding gate', 'and games', 'one giant mess', 'a queue', 'temperature readings', 'the boarding desk', 'no discernible difference', 'economy and business class passengers', 'just one big line', 'more stress', 'hassle', 'the plane', 'a tired cabin', 'the seat', 'some adjustment options', 'the infotainment screen', 'low resolution', 'modern equivalents', 'proper airlines', 'the business class cabin', 'a shorter haul flight', '45h', 'a 9h flight', 'a complaint', 'air india']"
AirIndia,2.0,services have downgraded tremendously,Jyoti Kumari,2021-10-24,services have downgraded tremendously they made all the passengers sit in the flight for about 3040 mins without switching on the air conditioner when customers asked they did nothing about it people were using papers to fan themselves the flight didn’t take off on time or land on time my seat was also changed post boarding while entering the flight manually without my consent like it was a local train when i asked for a reason later they stated it was because i was a solo traveller the staff was also very aggressive in their tone and behaviour,0,"['services', 'all the passengers', 'the flight', 'about 3040 mins', 'the air conditioner', 'customers', 'people', 'papers', 'the flight', 'time', 'land', 'time', 'my seat', 'post boarding', 'the flight', 'my consent', 'a local train', 'a reason', 'a solo traveller', 'the staff', 'their tone', 'behaviour']"
